corpus_id,organization,source_system,source_section,tender_reference,tender_id,description,description_kind,item_type_hint,quantity,unit,location,product_category,document_url,source_url
M010627,Oil India Limited,oil-india.com,historical tenders,CJG8319P19,,"HIRING OF ONE (01) NO. WIRELINE LOGGING UNIT WITH SERVICES FOR A PERIOD OF TWO (02) YEARS WITH A PROVISION OF EXTENSION BY ANOTHER ONE(01) YEAR OR PART THEREOF AT THE SAME RATE, TERMS AND CONDITION FOR RAJASTHAN PROJECT",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=737&op=
M010628,Oil India Limited,oil-india.com,historical tenders,CGI7196P18,,"HIRING OF ONE BRAND NEW TATA STAR BUS, BS-IV, 32+1 SEATING CAPACITY, DIESEL DRIVEN BUS FOR OPERATING AT PS 3, JORHAT FOR A PERIOD OF 04(FOUR)YEARS” UNDER OPERATION SECTION, PS-3, JORHAT, ASSAM",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=767&op=
M010629,Oil India Limited,oil-india.com,historical tenders,CGI7197P18,,"HIRING OF ONE BRAND NEW TATA STAR BUS, BS-IV, 32+1 SEATING CAPACITY, DIESEL DRIVEN BUS FOR OPERATING AT PS 3, JORHAT FOR A PERIOD OF 04(FOUR)YEARS”UNDER OPERATION SECTION, PS-3, JORHAT, ASSAM",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=767&op=
M010630,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-252,,HIRING OF OPEN YARD & CLOSED WAREHOUSE FOR OIL’S OPERATIONS,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=98&op=
M010631,Oil India Limited,oil-india.com,historical tenders,OIL/BEP/EOI-01,,HIRING OF OPEN YARD & WAREHOUSE FOR OIL’S OPERATIONS,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=456&op=
M010632,Oil India Limited,oil-india.com,historical tenders,CBI2554P20,,"HIRING OF PASSENGER TRANSPORT SERVICES AT BHUBANESHWAR, ORISSA FOR A PERIOD OF 02 TWO YEARS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=593&op=
M010633,Oil India Limited,oil-india.com,historical tenders,CBI4904P21,,"HIRING OF PASSENGER TRANSPORT SERVICES FOR BAY EXPLORATION PROJECT, OIL INDIA LIMITED, BHUBANESWAR",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=496&op=
M010634,Oil India Limited,oil-india.com,historical tenders,CEI3748P20,,"HIRING OF PASSENGER VEHICLES FOR A PERIOD OF 02(TWO) YEARS EXTENDABLE UP TO ANOTHER 1 YEAR AT SAME RATES, TERMS AND CONDITIONS FOR DEPLOYMENT AT KG BASIN PROJECT, OIL INDIA LTD, KAKINADA, ANDHRA PRADESH",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=529&op=
M010635,Oil India Limited,oil-india.com,historical tenders,CGI5557P21,,"HIRING OF PMC CONSULTANT FOR DECOMMISSIONING, DISMANTLING, DEMOLITION AND DISPOSAL OF OLD PLANT & MACHINERIES AND STRUCTURES OF CRUDE OIL PIPELINE PUMP STATIONS (NT TO PS-10) IN THE STATE OF ASSAM, WEST BENGAL AND BIHAR FOR A PERIOD OF TWO YEAR",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=464&op=
M010636,Oil India Limited,oil-india.com,historical tenders,OIL/KGB/EOI-41,,HIRING OF PROFESSIONAL SERVICE FROM CHARTERED ACCOUNTANCY FIRM FOR FILING OF VARIOUS MONTHLY/QUARTERLY/HALF-YEARLY AND ANNUAL RETURNS,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=1004&op=
M010637,Oil India Limited,oil-india.com,historical tenders,ECP1557P17,,HIRING OF PROFESSIONAL SERVICES FOR ISSUE AND UPLOADING OF 15CA &15CB CERTIFICATES AND E-FILING OF SERVICE TAX/INCOME TAX/VAT RETURNS OF KG BASIN PROJECT OF O.I.L,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=983&op=
M010638,Oil India Limited,oil-india.com,historical tenders,CLI4003P17,,HIRING OF PROJECT MANAGEMENT CONSULTANCY (PMC) SERVICES FOR SETTING UP SOLAR ENERGY GENERATION PROJECT,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=889&op=
M010639,Oil India Limited,oil-india.com,historical tenders,CDI4561P15,,HIRING OF READILY AVAILABLE 12 KL CAPACITY BOWSERS FOR CARRYING CRUDE OIL/ CONDENSATE FOR ASSAM FIELD FOR A PERIOD OF SIX MONTHS WITH A PROVISION OF EXTENSION BY ANOTHER SIX MONTHS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1243&op=
M010640,Oil India Limited,oil-india.com,historical tenders,CDI4926P15,,HIRING OF READILY AVAILABLE BOWSERS (06 NOS) OF CAPACITY 09 KL (MINIMUM) EACH FOR TRANSPORTATION OF DRILLING / WORK-OVER FLUID UNDER CHEMICAL DEPARTMENT FOR A PERIOD OF ONE (1) YEAR AND EXTENDABLE BY ONE MORE YEAR,historical_tender,chemical,,,,National,,https://www.oil-india.com/old-tender?page=1235&op=
M010641,Oil India Limited,oil-india.com,historical tenders,CDI5376P15,,HIRING OF SERVICE FOR DIGITIZATION OF OLD WELL REPORTS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1222&op=
M010642,Oil India Limited,oil-india.com,historical tenders,CDI1040P17,,HIRING OF SERVICE FOR DISMANTLING OF MAST AND SUBSTRUCTURE (DERRICK) OF DC-DC RIG,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1002&op=
M010643,Oil India Limited,oil-india.com,historical tenders,CDI7923P16,,HIRING OF SERVICE FOR SUPPLYING PACKAGED DRINKING WATER IN WELL HEAD SET-UPS FOR A PERIOD OF 3(THREE) YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1123&op=
M010644,Oil India Limited,oil-india.com,historical tenders,CCI0156P16,,HIRING OF SERVICE PROVIDER FOR ARCHIVAL OF SEISMIC DATA IN VARIOUS MEDIA AND DIGITATION OF SEISMIC AND LOG DATA,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1040&op=
M010645,Oil India Limited,oil-india.com,historical tenders,OIL/GABON/ENQ-2D SEISMIC SURVEY/25/14,,"HIRING OF SERVICE PROVIDER FOR CLOSED GRID 2D SEISMIC DATA ACQUISITION OF 1200 GLKM INCLUDING SUPPLY OF CONSUMABLES IN BLOCK SHAKTHI-II (G4-245), GABON",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=1278&op=
M010646,Oil India Limited,oil-india.com,historical tenders,LCP6042L15,,"HIRING OF SERVICE PROVIDER FOR CONDUCTING ENVIRONMENTAL IMPACT ASSESSMENT (EIA), SOCIAL IMPACT ASSESSMENT (SIA) AND ENVIRONMENT MANAGEMENT PLAN (EMP) STUDIES IN OFFSHORE BLOCKS M-4 AND YEB, MYANMAR",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1195&op=
M010647,Oil India Limited,oil-india.com,historical tenders,CLI4170L21,,HIRING OF SERVICE PROVIDER FOR CONDUCTING RECRUITMENT OF EXECUTIVES OF OIL INDIA LIMITED FOR A PERIOD OF 04 YEARS,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=524&op=
M010648,Oil India Limited,oil-india.com,historical tenders,CLI0050L19,,"HIRING OF SERVICE PROVIDER FOR DESIGN & ERECTION OF EXHIBITION STALL AT PETROTECH’2019 AT GREATER NOIDA, NATIONAL CAPITAL REGION, INDIA",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=677&op=
M010649,Oil India Limited,oil-india.com,historical tenders,CCG9095L16,,HIRING OF SERVICE PROVIDER FOR HIRING OF BUNDLED SERVICE FOR OFFSHORE DRILLING OPERATION,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1080&op=
M010650,Oil India Limited,oil-india.com,historical tenders,CCI3576P17,,"HIRING OF SERVICE PROVIDER FOR INTERIOR WORKS IN 5TH & 6TH FLOOR OF NBCC CENTRE, OKHLA, PHASE-I, NEW DELHI",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=905&op=
M010651,Oil India Limited,oil-india.com,historical tenders,CCG9866L16,,HIRING OF SERVICE PROVIDER FOR MARINE WARRANTY SERVICE FOR OFFSHORE DRILLING OPERATION IN CAUVERY OFFSHORE,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1049&op=
M010652,Oil India Limited,oil-india.com,historical tenders,CLG4119L14,,"HIRING OF SERVICE PROVIDER FOR METOCEAN AND GEO HAZARDS STUDIES PRIOR TO DRILLING IN OFFSHORE BLOCK OF CAUVERY, GULF OF MANNAR, ( CY-OSN-2009/2)",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1264&op=
M010653,Oil India Limited,oil-india.com,historical tenders,CLG5782L15,,"HIRING OF SERVICE PROVIDER FOR PEER REVIEW OF WELL ENGINEERING AND WELL SITE SUPERVISION IN BLOCK CY-OSN- 2009/2, GULF OF MANNER",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1206&op=
M010654,Oil India Limited,oil-india.com,historical tenders,CLG4773L15,,"HIRING OF SERVICE PROVIDER FOR THIRD PARTY INSPECTION OF RIG AND OTHER ASSOCIATED EQUIPMENT FOR OFFSHORE DRILLING OPERATION IN CAUVERY OFFSHORE, GULF OF MANNAR, ( CY-OSN-2009/2)",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=1231&op=
M010655,Oil India Limited,oil-india.com,historical tenders,CJG9586P19,,HIRING OF SERVICES FOR 2D SEISMIC DATA ACQUISITION AND PROCESSING OF 1500 GLKM WITH A PROVISION FOR +/- 20% QUANTITY TOLARANCE LIMIT AT SIYASAR AREA IN RAJASTHAN OR OTHER OALP AREAS UNDER QCBS (QUALITY & COST BASED SELECTION) TENDERING PROCESS,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=692&op=
M010656,Oil India Limited,oil-india.com,historical tenders,CJG1782P20,,HIRING OF SERVICES FOR 2D SEISMIC DATA ACQUISITION AND PROCESSING OF 2500 GLKM,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=619&op=
M010657,Oil India Limited,oil-india.com,historical tenders,CEG2304P20,,HIRING OF SERVICES FOR 2D and 3D SEISMIC DATA ACQUISITION AND PROCESSING OF 1002 LKM and 400 SQ. KM,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=604&op=
M010658,Oil India Limited,oil-india.com,historical tenders,CEG2303P20,,HIRING OF SERVICES FOR 2D and 3D SEISMIC DATA ACQUISITION AND PROCESSING OF 500 LKM and 610 SQ. KM,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=604&op=
M010659,Oil India Limited,oil-india.com,historical tenders,CEG3404P20,,"HIRING OF SERVICES FOR 2D and 3D SEISMIC DATA ACQUISITION AND PROCESSING OF 8,400 LKM and 1,020 SQ.KM IN ANDAMAN SHALLOW WATERS and KERALA-KONKAN SHALLOW WATERS WITH PROVISION FOR 20% QUANTIY TOLERANCE UNDER QCBS QUALITY and COST BASED SELECTION TENDERING PROCESS",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=560&op=
M010660,Oil India Limited,oil-india.com,historical tenders,CJG5257P18,,HIRING OF SERVICES FOR 3D SEISMIC DATA ACQUISITION &amp; PRPOCESSING,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=847&op=
M010661,Oil India Limited,oil-india.com,historical tenders,CJG9459P19,,HIRING OF SERVICES FOR 3D SEISMIC DATA ACQUISITION AND PROCESSING OF 516 SQ. KM. WITH A PROVISION FOR +/- 20% QUANTITY TOLARANCE LIMIT AT SOUTH BAGHEWALA AREA IN RAJASTHAN OR OTHER OALP AREAS UNDER QCBS (QUALITY & COST BASED SELECTION) TENDERING PROCESS,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=696&op=
M010662,Oil India Limited,oil-india.com,historical tenders,CEG2305P20,,HIRING OF SERVICES FOR 3D SEISMIC DATA ACQUISITION AND PROCESSING OF 660 SQ. KM,historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=603&op=
M010663,Oil India Limited,oil-india.com,historical tenders,GEM/2023/B/4242737,,HIRING OF SERVICES FOR 3D SEISMIC DATA ACQUISITION OF 330 SQ KM BLOCKS COVERING MNONHP20181 AND MNONHP 20183 IN ODISHA,historical_tender,,,,,GEM,,https://www.oil-india.com/old-tender?page=36&op=
M010664,Oil India Limited,oil-india.com,historical tenders,CJI2690P20,,"HIRING OF SERVICES FOR AMBIENT AIR QUALITY MONITORING FOR RAJASTHAN PROJECT FOR A PERIOD OF TWO 02 YEARS WITH A PROVISION FOR EXTENSION BY ANOTHER ONE 01 YEAR OR PART THEREOF AT THE SAME RATES, TREMS and CONDITIONS",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=586&op=
M010665,Oil India Limited,oil-india.com,historical tenders,CJG0231P19,,"HIRING OF SERVICES FOR BHP DATA ACQUISITION & INTERPRETATION, RESERVOIR FLUID SAMPLING & PVT ANALYSIS IN RAJASTHAN PROJECT FOR A PERIOD OF TWO(02) YEARS",historical_tender,,,,,Global,,https://www.oil-india.com/old-tender?page=667&op=
M010666,Oil India Limited,oil-india.com,historical tenders,CDI3861P17,,"HIRING OF SERVICES FOR CARRYING OUT ENVIRONMENTAL IMPACT ASSESSMENT (EIA) STUDY IN TINSUKIA, SIBSAGAR CHARAIDEO AND DIBRUGARH DISTRICTS OF ASSAM",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=892&op=
M010667,Oil India Limited,oil-india.com,historical tenders,CDI1403P17,,"HIRING OF SERVICES FOR CUTTING OF GRASS, SHRUBS, WILD VEGETATION ETC",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=988&op=
M010668,Oil India Limited,oil-india.com,historical tenders,CLI8218L22,,HIRING OF SERVICES FOR DESIGNING & PRINTING OF CORPORATE BROCHURE FOR ADIPEC - 2021 & EBROCHURE ON CUSTOMISED 32 GB PEN DRIVE,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=357&op=
M010669,Oil India Limited,oil-india.com,historical tenders,CLI1364L20,,HIRING OF SERVICES FOR DESIGNING AND PRINTING OF ANNUAL REPORT OF OIL INDIA LIMITED FOR THE FINANCIAL YEAR 2018-19,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=636&op=
M010670,Oil India Limited,oil-india.com,historical tenders,CLI0569L23,,HIRING OF SERVICES FOR DESIGNING AND PRINTING OF ANNUAL REPORT OF OIL INDIA LIMITED FOR THE FINANCIAL YEAR 2021-22,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=253&op=
M010671,Oil India Limited,oil-india.com,historical tenders,CLI3583L24,,HIRING OF SERVICES FOR DESIGNING AND PRINTING OF ANNUAL REPORT OF OIL INDIA LIMITED FOR THE FINANCIAL YEAR 2022-23,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=119&op=
M010672,Oil India Limited,oil-india.com,historical tenders,CLI7077L22,,HIRING OF SERVICES FOR DESIGNING AND PRINTING OF INTEGRATED ANNUAL REPORT OF OIL INDIA LIMITED FOR THE FINANCIAL YEAR 2020-21,historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=433&op=
M010673,Oil India Limited,oil-india.com,historical tenders,CDI5917P18,,HIRING OF SERVICES FOR DESPATCH OF MAILS/CONSIGNMENTS TO INCOUNTRY DESTINATIONS THROUGH COURIER SERVICE FOR TWO YEARS WITH A PROVISION OF EXTENSION BY ANOTHER ONE YEAR,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=825&op=
M010674,Oil India Limited,oil-india.com,historical tenders,CDI5909P18,,HIRING OF SERVICES FOR DESPATCH OF OVERSEAS MAILS (DESTINATION OUTSIDE INDIA) THROUGH COURIER SERVICE FOR TWO YEARS WITH A PROVISION OF EXTENSION BY ANOTHER ONE YEAR,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=825&op=
M010675,Oil India Limited,oil-india.com,historical tenders,EOI/GPHY/2024-6,,HIRING OF SERVICES FOR DIGITALIZATION OF SEISMIC DATA MANAGEMENT,historical_tender,,,,,Expression of Interest,,https://www.oil-india.com/old-tender?page=16&op=
M010676,Oil India Limited,oil-india.com,historical tenders,CGI9818P22,,"HIRING OF SERVICES FOR ENGINEERING/DESIGN, CONSTRUCTION INCLUDING SUPPLY OF MATERIALS & EQUIPMENTS AND COMMISSIONING OF NEW 40 KL/DAY CAPACITY WATER TREATMENT FACILITY AT PUMP STATION-9 DUMAR TO PRODUCE DRINKING WATER CONFORMING TO IS 10500:2012",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=286&op=
M010677,Oil India Limited,oil-india.com,historical tenders,CGI7697P19,,"HIRING OF SERVICES FOR ENGINEERING/DESIGN, CONSTRUCTION INCLUDING SUPPLY OF MATERIALS & EQUIPMENTS AND COMMISSIONING OF NEW 50 KL/DAY CAPACITY WATER TREATMENT FACILITY AT PUMP STATION-3 JORHAT TO PRODUCE DRINKING WATER CONFORMING TO IS 10500:2012 IN THE WATER DISTRIBUTION NETWORK COMPLETED IN ALL RESPECT UNDER MECHANICAL MAINTENANCE SECTION, PS-3, JORHAT, ASSAM",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=751&op=
M010678,Oil India Limited,oil-india.com,historical tenders,CJI0235P19,,"HIRING OF SERVICES FOR ENVIRONMENTAL IMPACT ASSESSMENT (EIA) STUDIES (PRE-DRILLING) FOR OALP BLOCKS (i) RJ-ONHP-2017/8 (SOUTH BAGHEWALA BLOCK, AREA-516 SQ.KM.) AND (ii) RJ-ONHP-2017/9 (SIYASAR BLOCK, AREA-3012 SQ.KM.) IN RAJASTHAN",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=671&op=
M010679,Oil India Limited,oil-india.com,historical tenders,CJI6723P18,,"HIRING OF SERVICES FOR ENVIRONMENTAL IMPACT ASSESSMENT (EIA) STUDIES ETC. FOR DEVELOPMENTAL DRILLING AT VILLAGE TANOT, TEHSIL RAMGARH IN JAISALMER DISTRICT OF RAJASTHAN, UNDER RAJASTHAN PROJECT",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=794&op=
M010680,Oil India Limited,oil-india.com,historical tenders,CJI6571P21,,HIRING OF SERVICES FOR ENVIRONMENTAL IMPACT ASSESSMENT (EIA) STUDIES FOR THE FOLLOWING TWO LOCATIONS IN RAJASTHAN FIELD OF OIL INDIA LIMITED FOR A PERIOD OF TEN (10) MONTHS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=445&op=
M010681,Oil India Limited,oil-india.com,historical tenders,CDI7308P18,,HIRING OF SERVICES FOR ENVIRONMENTAL PARAMETER MONITORING AT DRILLING INSTALLATIONS OF OIL’S NELP BLOCK: MZ-ONN- 2004/1 IN THE STATE OF MIZORAM,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=771&op=
M010682,Oil India Limited,oil-india.com,historical tenders,GEM/2022/B/2338400,,HIRING OF SERVICES FOR ENVIRONMENTAL PARAMETER MONITORING AT DRILLING WORKOVER OPERATIONS IN OILS NELPDSFOALPNOMINATED BLOCKS IN THE STATE OF ASSAM ARUNACHAL PRADESH AND TRIPURA FOR A PERIOD OF THREE YEARS WITH PROVISION OF,historical_tender,,,,,GEM,,https://www.oil-india.com/old-tender?page=240&op=
M010683,Oil India Limited,oil-india.com,historical tenders,CEI1931P17,,HIRING OF SERVICES FOR ENVIRONMENTAL PARAMETER MONITORING AT EXPLORATORY DRILLING INSTALLATIONS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=971&op=
M010684,Oil India Limited,oil-india.com,historical tenders,CDI3786P17,,HIRING OF SERVICES FOR EXTERNAL PAINTING OF CRUDE OIL STORAGE TANKS,historical_tender,tank,,,,National,,https://www.oil-india.com/old-tender?page=894&op=
M010685,Oil India Limited,oil-india.com,historical tenders,CDI7392P16,,HIRING OF SERVICES FOR EXTERNAL PAINTING OF TANKS OF VARIOUS SIZES/ WELL HEADS/ PROCESS FLOW LINES/ GAS INPUT LINES/ WELL FLOWLINES ETC IN DIFFERENT PRODUCTION INSTALLATION FOR A PERIOD OF 3(THREE) YEARS,historical_tender,tank,,,,National,,https://www.oil-india.com/old-tender?page=1143&op=
M010686,Oil India Limited,oil-india.com,historical tenders,CDI1490P17,,"HIRING OF SERVICES FOR GRASS CUTTING IN AND AROUND CHEMICAL YARD, DULIAJAN AND AT VARIOUS MUD PLANTS",historical_tender,chemical,,,,National,,https://www.oil-india.com/old-tender?page=987&op=
M010687,Oil India Limited,oil-india.com,historical tenders,CQI1295L23,,"HIRING OF SERVICES FOR HAZOP STUDY, QUANTITATIVE RISK ASSESSMENT (QRA) AND CONSEQUENCE ANALYSIS (CA) OF GREEN HYDROGEN PILOT PLANT IN OIL'S INSTALLATION AT PS # 3 -JORHAT, ASSAM",historical_tender,,,,,Limited,,https://www.oil-india.com/old-tender?page=225&op=
M010688,Oil India Limited,oil-india.com,historical tenders,CGI2115P23,,"HIRING OF SERVICES FOR HDPE LINING AND OTHER ASSOCIATED WORKS FOR WAX PIT AT PS-07, MADARIHAT",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=184&op=
M010689,Oil India Limited,oil-india.com,historical tenders,CDO4631P18,,HIRING OF SERVICES FOR INSTALLATION / RELOCATION / MODIFICATION OF SURFACE FACILITIES FOR GAS PRODUCTION AUGMENTATION,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=868&op=
M010690,Oil India Limited,oil-india.com,historical tenders,CDI1592P17,,HIRING OF SERVICES FOR INTERNAL CLEANING (PIGGING) OF GAS DISTRIBUTION PIPELINES,historical_tender,pipe,,,,National,,https://www.oil-india.com/old-tender?page=981&op=
M010691,Oil India Limited,oil-india.com,historical tenders,CDO4680P18,,"HIRING OF SERVICES FOR LAYING OF 250 MM NB, 11 KM GAS PIPELINE FROM BAREKURI EPS TO LOC#HNE IN THE STATE OF ASSAM",historical_tender,pipe,,,,National,,https://www.oil-india.com/old-tender?page=868&op=
M010692,Oil India Limited,oil-india.com,historical tenders,CDI1871P17,,"HIRING OF SERVICES FOR LOADING, TRANSPORTATION AND OFFLOADING OF OIL WELL CEMENT",historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=972&op=
M010693,Oil India Limited,oil-india.com,historical tenders,CGI9434P22,,"HIRING OF SERVICES FOR MAINTENANCE, ANNUAL EXAMINATION, LOAD TESTING AND CERTIFICATION OF 15T/10T/7.5T/5T/3T CAPACITY OVERHEAD HOT&EOT CRANES AT PS1, TPS, PS2, PS3 & NSPL-NDT UNDER PS3-JORHAT MAINTENANCE BASE FOR THREE YEARS EXTENDABLE BY ONE YEAR ON SATISFACTORY SERVICE",historical_tender,crane,,,,National,,https://www.oil-india.com/old-tender?page=290&op=
M010694,Oil India Limited,oil-india.com,historical tenders,CGI6259P18,,"HIRING OF SERVICES FOR MAJOR OVERHAULING OF THREE NUMBERS OF PUMP ENGINE (ALLEN ENGINE OF 8 CYLINDERS AND ALDRICH PUMP OF 7 PLUNGERS) AT PIPELINE PUMP STATIONS UNDER PS-8, SONAPUR MAINTENANCE BASE",historical_tender,pump,,,,National,,https://www.oil-india.com/old-tender?page=793&op=
M010695,Oil India Limited,oil-india.com,historical tenders,CDI4681P15,,HIRING OF SERVICES FOR MAN MANAGEMENT OF OIL'S 1(ONE) WORK-OVER RIG FOR A PERIOD OF 4 YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1245&op=
M010696,Oil India Limited,oil-india.com,historical tenders,CDI3444P15,,HIRING OF SERVICES FOR NDT INSPECTION OF TUBULAR AND DRILLING EQUIPMENTS (HANDLING TOOLS),historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1289&op=
M010697,Oil India Limited,oil-india.com,historical tenders,CDI7391P16,,HIRING OF SERVICES FOR OPERATION & MAINTENANCE OF OIL'S 2(TWO) NOS. DRILLING RIG FOR A PERIOD OF 4 YEARS,historical_tender,,,,,National,,https://www.oil-india.com/old-tender?page=1143&op=
